,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,501,ADMJ86,010100,1,1,0,0,2,204,204,1
1,501,ARQ003,010100,20,20,0,0,47,22,318,1
2,501,ARQ003,020200,15,14,0,0,8,246,397,1
3,501,ARQ003,030300,5,1,0,0,10,379,379,1
4,501,ARQ003,040400,13,13,0,0,28,29,361,1
5,501,ARQ003,050500,15,15,0,0,21,35,401,1
6,501,ARQ003,060600,12,12,0,0,20,37,375,1
7,501,ARQ009,010100,30,12,0,0,21,101,389,1
8,501,ARQ010,010100,15,9,0,0,10,125,307,1
9,501,ARQ010,020200,12,4,0,0,9,163,317,1
10,501,ARQ010,030300,15,2,0,0,6,101,217,1
11,501,ARQB72,020200,5,5,0,0,26,117,168,1
12,501,EBA001,020200,13,3,0,0,7,204,262,1
13,501,EBA001,040400,5,3,0,0,3,145,334,1
14,501,EBA001,050500,14,7,0,0,10,45,387,1
15,501,EBA001,060600,7,3,0,0,5,40,338,1
16,501,EBA002,010100,10,9,0,0,15,96,388,1
17,501,EBA002,020200,10,10,0,0,13,35,407,1
18,501,EBA002,030300,10,10,0,0,25,37,364,1
19,501,EBA002,040400,9,9,0,0,16,287,361,1
20,501,EBA013,020200,10,9,0,0,12,43,406,1
21,501,EBA014,010100,12,12,0,0,33,25,286,1
22,501,EBA014,020200,25,25,0,0,37,22,388,1
23,501,EBA014,030300,25,22,0,0,29,21,407,1
24,501,EBA015,010100,10,10,0,0,17,95,308,1
25,501,EBA016,010100,18,11,0,0,12,71,287,1
26,501,EBA017,010100,15,10,0,0,16,21,404,1
27,501,EBA017,020200,15,8,0,0,13,35,394,1
28,501,EBA017,030300,9,9,0,0,27,1,293,1
29,501,EBA105,010100,5,5,0,0,14,108,249,1
30,501,EBA105,020200,5,5,0,0,20,23,32,1
31,501,EBA105,030300,5,5,0,0,17,27,323,1
32,501,EBA105,040400,5,5,0,0,19,22,39,1
33,501,EBA105,050500,5,5,0,0,9,71,344,1
34,501,EBA107,020200,5,5,0,0,9,65,230,1
35,501,EBA107,030300,5,4,0,0,4,95,286,1
36,501,EBA107,040400,5,1,0,0,1,288,288,1
37,501,EBA108,010100,5,5,0,0,15,8,152,1
38,501,EBA115,010100,1,1,0,0,16,130,130,1
39,501,EBA122,010100,1,1,0,0,6,29,29,1
40,501,EBA133,010100,9,9,0,0,13,45,388,1
41,501,EBA134,010100,27,12,0,0,19,23,405,1
42,501,EBA134,020200,10,10,0,0,24,21,228,1
43,501,EBA134,030300,10,10,0,0,18,22,379,1
44,501,EBA135,010100,11,11,0,0,25,71,324,1
45,501,EBA135,020200,10,10,0,0,10,167,366,1
46,501,EBA136,010100,10,10,0,0,26,100,230,1
47,501,EBA137,010100,18,12,0,0,15,65,266,1
48,501,EBA138,010100,7,7,0,0,54,23,206,1
49,501,EBA139,010100,10,10,0,0,21,10,215,1
50,501,EBA139,020200,10,10,0,0,15,14,265,1
51,501,EBA140,010100,19,14,0,0,16,101,398,1
52,501,EBA141,010100,19,18,0,0,21,6,266,1
53,501,EBA143,010100,18,8,0,0,9,8,265,1
54,501,EBA145,010100,12,12,0,0,21,2,224,1
55,501,EBA146,010100,10,4,0,0,5,3,279,1
56,501,EBA147,010100,10,10,0,0,11,6,213,1
57,501,EBA153,010100,4,4,0,0,30,16,100,1
58,501,EBA153,020200,1,1,0,0,24,96,96,1
59,501,EBA154,010100,7,7,0,0,15,41,219,1
60,501,EBA155,010100,4,4,0,0,8,2,330,1
61,501,EBA155,020200,4,4,0,0,18,40,185,1
62,501,EBA160,010100,2,2,0,0,10,41,184,1
63,501,EBA168,000010,20,14,0,0,16,12,349,1
64,501,EBA178,010100,25,11,0,0,15,1,254,1
65,501,EBA181,010100,10,10,0,0,22,20,261,1
66,501,EDC238,010100,5,2,0,0,3,128,180,1
67,501,EDCK71,010100,1,1,0,0,4,167,167,1
68,501,ENFC98,010100,5,2,0,0,4,128,261,1
69,501,FCH002,010100,20,20,14,14,9,40,408,1
70,501,FCH128,010000,15,8,0,0,18,12,276,1
71,501,FCH180,010000,40,27,0,0,37,21,386,1
72,501,FCHE02,020200,3,2,0,0,3,16,261,1
73,501,HACA36,010000,5,4,0,0,4,218,396,1
74,501,HACA36,020000,5,2,0,0,4,108,118,1
75,501,HACA49,050000,5,5,0,0,10,2,269,1
76,501,HACA49,060000,5,4,0,0,1,284,396,1
77,501,HACA76,020000,5,4,0,0,5,118,349,1
78,501,HACA76,040000,5,1,0,0,3,387,387,1
79,501,HACE83,010100,1,1,0,0,1,24,24,1
80,501,ICS011,010000,18,18,0,0,41,24,357,1
81,501,ICS011,020000,18,18,0,0,29,21,393,1
82,501,LETA15,000100,11,11,0,0,18,185,384,1
83,501,LETB33,000100,2,2,0,0,6,172,234,1
84,501,LETB33,000200,2,1,0,0,2,218,218,1
85,501,LETB39,000200,1,1,0,0,16,5,5,1
86,501,LETC47,010000,1,1,0,0,5,82,82,1
87,501,LETE46,060600,10,4,0,0,7,184,369,1
88,501,LETE46,161600,20,9,0,0,11,46,390,1
89,501,MATA57,000200,1,1,0,0,5,13,13,1
90,501,MUSF36,000100,2,1,0,0,1,10,10,1
91,501,TEA276,020200,3,3,0,0,22,2,83,1
