,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,311,ARQ138,010000,7,4,0,0,9,78,158,1
1,311,EBA001,040400,23,21,16,14,14,9,141,1
2,311,EBA002,010100,10,5,0,0,6,22,116,1
3,311,EBA002,020200,7,4,0,0,7,45,158,1
4,311,EBA002,030300,7,2,0,0,2,2,72,1
5,311,EBA002,040400,10,5,0,0,10,3,104,1
6,311,EBA105,050500,1,1,0,0,8,15,15,1
7,311,EBA123,010100,1,1,0,0,12,32,32,1
8,311,EBA138,010100,1,1,0,0,9,25,25,1
9,311,EBA181,010100,1,1,0,0,8,6,6,1
10,311,EDC267,010100,3,2,0,0,4,73,79,1
11,311,EDC304,020200,3,3,0,0,15,24,39,1
12,311,EDCA01,070700,2,2,0,0,7,68,143,1
13,311,EDCA04,050500,30,19,0,0,24,4,185,1
14,311,EDCJ89,010000,1,1,0,0,9,68,68,1
15,311,ENFD27,010000,8,4,0,0,4,39,110,1
16,311,FCH001,100000,40,24,16,14,12,18,99,1
17,311,FCH002,030300,10,2,0,0,3,66,118,1
18,311,FCH007,080000,45,19,16,14,9,13,173,1
19,311,FCH045,010000,5,5,0,0,12,10,155,1
20,311,FCH124,020000,10,7,1,0,14,2,158,1
21,311,FCH128,010000,15,14,0,0,17,15,201,1
22,311,FCH177,010000,11,11,0,0,14,69,161,1
23,311,FCH180,010000,10,1,0,0,2,84,84,1
24,311,FCH244,010000,2,2,0,0,2,15,138,1
25,311,FCH248,010000,13,13,0,0,21,39,138,1
26,311,FCH431,010000,5,5,0,0,9,12,19,1
27,311,FCH436,010000,5,4,0,0,8,16,138,1
28,311,FCHE02,020200,3,3,0,0,8,25,85,1
29,311,FCHG23,010100,36,22,16,14,9,21,161,1
30,311,FCHG24,010100,37,18,16,14,8,23,161,1
31,311,FCHG37,010100,42,24,0,0,26,1,155,1
32,311,FCHG38,010100,42,27,0,0,34,1,148,1
33,311,FCHG40,010100,42,15,0,0,16,1,155,1
34,311,FCHG42,010100,42,12,0,0,13,1,155,1
35,311,FCHG45,010100,42,18,0,0,19,10,97,1
36,311,FCHG47,010100,30,8,0,0,8,41,149,1
37,311,FCHG49,010100,30,12,0,0,12,11,152,1
38,311,FCHG50,000100,20,10,0,0,10,24,85,1
39,311,FCHG51,000100,20,8,0,0,8,59,200,1
40,311,FCHG52,000100,30,8,0,0,10,41,206,1
41,311,FCHG53,000100,1,1,0,0,1,63,63,1
42,311,FCHG53,000200,1,1,0,0,2,67,67,1
43,311,FCHG54,000100,3,2,0,0,2,69,84,1
44,311,FCHG55,010100,42,22,0,0,28,10,104,1
45,311,FCHG56,010100,46,29,16,14,17,1,134,1
46,311,FCHG85,010100,30,22,0,0,23,1,114,1
47,311,FCHG86,010100,42,15,0,0,20,3,104,1
48,311,FCHJ48,010000,2,2,0,0,7,23,43,1
49,311,ICI121,010100,6,6,0,0,10,63,115,1
50,311,LET053,010000,5,5,0,0,14,15,64,1
