,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,220,IMS003,050000,30,12,0,0,14,7,184,1
1,220,IMS024,010000,40,29,11,0,44,19,114,1
2,220,IMS028,020300,15,15,0,0,20,15,124,1
3,220,IMS028,020400,15,4,0,0,7,108,126,1
4,220,IMS029,010200,3,3,0,0,6,13,41,1
5,220,IMS078,010100,15,15,0,0,28,58,118,1
6,220,IMS078,010200,15,13,0,0,21,64,122,1
7,220,IMS142,010000,3,3,0,0,11,2,9,1
8,220,IMS143,001000,3,3,0,0,9,2,35,1
9,220,IMS158,010000,3,2,0,0,3,35,138,1
10,220,IMS180,010100,20,16,0,0,17,50,168,1
11,220,IMS180,010200,20,5,0,0,8,73,153,1
12,220,IMS188,010000,3,2,0,0,5,36,46,1
13,220,IMS189,010100,6,1,0,0,5,98,98,1
14,220,IMS189,010200,6,1,0,0,1,25,25,1
15,220,IMS194,010000,3,3,0,0,5,7,10,1
16,220,IMS198,010100,15,2,0,0,6,104,125,1
17,220,IMS198,010200,15,5,0,0,5,74,169,1
18,220,IMS199,010100,15,15,0,0,27,49,79,1
19,220,IMS199,010200,15,9,0,0,9,50,120,1
20,220,IMSB75,010000,5,5,0,0,18,8,36,1
21,220,IMSB80,010100,17,11,6,0,16,21,124,1
22,220,IMSB80,010200,17,12,5,0,18,19,141,1
23,220,IMSB81,010000,40,8,10,0,8,78,149,1
24,220,IMSB83,010100,30,30,0,0,31,5,153,1
25,220,IMSB84,010000,35,20,0,0,22,49,157,1
26,220,IMSB85,010100,17,11,6,0,23,19,106,1
27,220,IMSB85,010200,17,12,5,0,16,21,156,1
28,220,IMSB87,010100,15,1,0,0,4,104,104,1
29,220,IMSB87,010200,15,5,0,0,5,82,169,1
30,220,IMSB88,010100,15,15,0,0,24,3,71,1
31,220,IMSB88,010200,15,12,0,0,15,61,153,1
32,220,IMSB89,010100,15,15,0,0,23,88,156,1
33,220,IMSB89,010200,15,6,0,0,11,90,109,1
34,220,IMSB90,010100,15,15,0,0,17,59,153,1
35,220,IMSB90,010200,15,4,0,0,5,83,126,1
36,220,IMSB92,010000,25,25,0,0,38,18,85,1
37,220,IMSB94,010100,15,9,0,0,13,7,156,1
38,220,IMSB94,010200,15,13,0,0,16,47,100,1
39,220,IMSB97,010000,20,20,0,0,22,1,137,1
40,220,IMSB98,000001,20,16,0,0,16,1,137,1
41,220,IMSB99,010100,15,11,4,0,40,18,31,1
42,220,IMSB99,010200,15,11,4,0,21,73,107,1
43,220,IMSB99,010300,15,4,3,0,6,24,148,1
44,220,IMSC01,010100,17,6,5,0,6,30,168,1
45,220,IMSC01,010200,17,6,6,0,6,29,149,1
46,220,IMSC08,010000,35,12,11,0,13,19,148,1
47,220,IMSC10,010000,30,5,0,0,7,62,169,1
48,220,IMSC11,010000,25,25,0,0,43,52,94,1
49,220,IMSC12,001000,25,13,0,0,13,6,109,1
50,220,IMSC13,010000,25,21,0,0,22,3,112,1
51,220,IMSC40,010000,5,5,0,0,13,9,79,1
52,220,IMSC52,010100,15,3,0,0,5,3,55,1
53,220,IMSC64,010000,10,9,0,0,9,4,150,1
54,220,IMSC66,010100,15,9,0,0,12,2,124,1
55,220,IMSC69,010100,6,6,0,0,10,1,68,1
56,220,IMSE71,010100,5,5,0,0,20,7,64,1
57,220,IMSE71,010200,5,5,0,0,13,27,116,1
58,220,IMSE72,001000,3,3,0,0,6,54,157,1
59,220,IMSE72,002000,3,3,0,0,5,58,168,1
