,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,383,ADMJ86,010100,1,1,0,0,19,61,61,1
1,383,ADMK24,010100,1,1,0,0,4,14,14,1
2,383,ADMK27,010100,2,2,0,0,6,25,88,1
3,383,FCH244,010000,2,1,0,0,1,96,96,1
4,383,FCH318,010000,3,3,0,0,8,209,275,1
5,383,FCHE02,010100,2,2,0,0,6,33,195,1
6,383,FCHE02,020200,2,2,0,0,3,217,246,1
7,383,FCHE02,030300,38,26,21,19,11,34,302,1
8,383,FCHE04,010100,30,30,0,0,40,36,220,1
9,383,FCHE05,020200,40,40,0,0,43,9,305,1
10,383,FCHE23,010000,25,23,0,0,30,33,232,1
11,383,FCHE25,010000,25,16,0,0,18,71,302,1
12,383,FCHE28,000010,12,12,0,0,14,57,135,1
13,383,FCHE30,000010,15,8,0,0,8,5,139,1
14,383,FCHE31,000100,3,3,0,0,4,86,133,1
15,383,FCHE31,000300,3,1,0,0,1,97,97,1
16,383,FCHE31,000400,3,1,0,0,2,58,58,1
17,383,FCHE31,000500,3,2,0,0,3,75,84,1
18,383,FCHE31,000700,3,1,0,0,1,98,98,1
19,383,FCHE31,000800,3,1,0,0,1,78,78,1
20,383,FCHE31,001000,3,3,0,0,3,71,127,1
21,383,FCHE32,000100,4,3,0,0,4,5,119,1
22,383,FCHE32,000200,4,3,0,0,4,9,26,1
23,383,FCHE32,000400,4,1,0,0,1,2,2,1
24,383,FCHE32,000500,4,1,0,0,1,101,101,1
25,383,FCHE32,000600,4,3,0,0,3,7,139,1
26,383,FCHE32,000700,3,2,0,0,2,18,24,1
27,383,FCHE32,000800,3,1,0,0,1,17,17,1
28,383,FCHE34,010000,30,30,0,0,48,2,199,1
29,383,FCHE39,010000,35,21,0,0,26,35,195,1
30,383,FCHE41,010000,25,25,0,0,44,34,151,1
31,383,FCHE45,010000,28,28,0,0,34,33,295,1
32,383,FCHE45,020000,40,27,21,19,13,8,302,1
33,383,FCHE59,000010,15,15,0,0,15,12,155,1
34,383,FCHF46,010000,50,48,21,19,42,1,246,1
35,383,FCHF48,010000,30,23,0,0,33,10,301,1
36,383,FCHF52,010000,30,21,0,0,30,7,291,1
37,383,FCHF53,010000,30,15,0,0,20,45,305,1
38,383,FCHF54,010000,45,32,21,19,19,1,257,1
39,383,FCHF56,010000,40,22,21,19,6,96,302,1
40,383,FCHM28,010000,5,5,0,0,15,33,151,1
41,383,LETA52,010000,1,1,0,0,2,275,275,1
