,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,327,ADM012,010100,2,2,0,0,5,304,352,1
1,327,ADM012,020200,2,2,0,0,7,220,250,1
2,327,ADM012,030300,4,4,0,0,10,53,241,1
3,327,ADM012,040400,3,3,0,0,8,110,279,1
4,327,ADM012,050500,2,2,0,0,4,263,284,1
5,327,ADM149,020000,3,3,0,0,6,113,268,1
6,327,ADM170,020000,5,2,0,0,4,113,170,1
7,327,ADM171,010000,5,2,0,0,3,53,192,1
8,327,ADM174,010000,3,1,0,0,2,113,113,1
9,327,ADM178,010100,4,4,0,0,18,18,114,1
10,327,ADM180,010000,3,1,0,0,5,268,268,1
11,327,ADM226,010000,3,3,0,0,4,170,363,1
12,327,ADM226,020000,3,3,0,0,4,11,113,1
13,327,ADM227,010000,4,1,0,0,1,47,47,1
14,327,ADM235,010000,5,1,0,0,1,13,13,1
15,327,ADM244,010000,5,1,0,0,4,262,262,1
16,327,ADM254,010000,5,5,0,0,7,142,291,1
17,327,ADMD01,010000,5,2,0,0,5,18,275,1
18,327,ADMD02,010000,5,1,0,0,5,275,275,1
19,327,ADMF53,000200,3,1,0,0,1,38,38,1
20,327,ADMF59,010100,3,3,0,0,3,113,268,1
21,327,ADMF72,000100,3,1,0,0,1,220,220,1
22,327,ADMJ86,010100,2,2,0,0,11,13,28,1
23,327,ADMJ89,010000,3,3,0,0,4,162,291,1
24,327,ADMK24,010100,1,1,0,0,3,78,78,1
25,327,ADMK27,010100,2,1,0,0,3,113,113,1
26,327,BIO143,010100,2,2,0,0,5,64,118,1
27,327,BIOA82,000100,1,1,0,0,6,65,65,1
28,327,BIOA92,010000,1,1,0,0,5,131,131,1
29,327,BIOA92,020000,1,1,0,0,6,13,13,1
30,327,BIOC88,010100,2,2,0,0,15,37,64,1
31,327,BIOD72,020200,1,1,0,0,12,4,4,1
32,327,COM102,010000,3,3,0,0,17,40,100,1
33,327,COM300,010000,3,3,0,0,24,39,54,1
34,327,COM308,010000,6,6,0,0,15,29,162,1
35,327,COM310,010000,6,2,0,0,7,182,335,1
36,327,COM321,010000,6,5,0,0,9,8,271,1
37,327,COM326,010000,1,1,0,0,14,40,40,1
38,327,COM327,010000,1,1,0,0,14,40,40,1
39,327,COM328,010000,1,1,0,0,9,13,13,1
40,327,COM334,010000,5,2,0,0,6,191,375,1
41,327,COM336,010000,3,1,0,0,3,175,175,1
42,327,COM365,010000,6,6,0,0,19,25,127,1
43,327,COMA84,010100,2,2,0,0,12,15,92,1
44,327,COMA85,010100,2,2,0,0,6,15,64,1
45,327,COMA87,010000,2,2,0,0,16,28,54,1
46,327,COMB01,010000,2,2,0,0,5,111,134,1
47,327,COMB52,010000,3,3,0,0,14,8,110,1
48,327,DIR024,010000,5,5,0,0,22,5,81,1
49,327,DIR037,010000,5,5,0,0,7,11,314,1
50,327,DIR045,010000,5,5,0,0,10,5,232,1
51,327,DIR045,020000,4,4,0,0,10,11,161,1
52,327,DIR161,020000,6,6,0,0,12,5,187,1
53,327,DIR161,030000,6,6,0,0,13,12,207,1
54,327,DIR196,010000,1,1,0,0,8,114,114,1
55,327,DIR198,010000,5,5,0,0,10,41,154,1
56,327,DIR199,010000,5,3,0,0,8,12,226,1
57,327,ECO151,010100,4,3,0,0,6,288,423,1
58,327,ECO170,010000,5,1,0,0,1,263,263,1
59,327,ECO177,000200,8,1,0,0,3,132,132,1
60,327,ECO196,010000,4,1,0,0,1,184,184,1
61,327,ECOB39,010000,4,1,0,0,2,121,121,1
62,327,ECOB39,020000,4,1,0,0,1,82,82,1
63,327,ECOB40,010000,4,2,0,0,4,250,275,1
64,327,ECOB40,040000,5,4,0,0,5,64,135,1
65,327,ECOB40,060000,6,3,0,0,7,154,336,1
66,327,ECOB40,070000,5,3,0,0,7,41,352,1
67,327,ECOB40,090000,5,3,0,0,6,164,254,1
68,327,ECOB40,150000,5,1,0,0,4,132,132,1
69,327,ECOB44,010000,3,1,0,0,1,250,250,1
70,327,ECOB46,010000,5,5,0,0,11,64,131,1
71,327,ECOB48,010000,5,4,0,0,5,82,286,1
72,327,ECOB49,010000,5,1,0,0,1,95,95,1
73,327,ECOB50,010000,5,1,0,0,1,317,317,1
74,327,ECOB51,010000,5,1,0,0,1,95,95,1
75,327,ECOB53,010000,5,3,0,0,3,28,248,1
76,327,ECOB54,010100,4,1,0,0,1,78,78,1
77,327,ECOB55,010100,5,1,0,0,1,163,163,1
78,327,ECOB56,010000,5,2,0,0,2,254,317,1
79,327,ECOB57,010000,5,2,0,0,3,161,311,1
80,327,ECOB59,010000,5,1,0,0,3,165,165,1
81,327,ECOB64,010000,5,1,0,0,1,317,317,1
82,327,ECOB72,010000,11,2,0,0,4,132,254,1
83,327,ECOB82,010000,4,1,0,0,1,370,370,1
84,327,ECOB83,010100,4,1,0,0,2,64,64,1
85,327,EDC062,010100,3,1,0,0,1,162,162,1
86,327,EDC067,010100,1,1,0,0,7,23,23,1
87,327,EDC067,020200,5,5,0,0,11,15,259,1
88,327,EDC142,010101,3,1,0,0,1,227,227,1
89,327,EDC221,010100,2,2,0,0,3,227,379,1
90,327,EDC223,010100,3,2,0,0,4,209,279,1
91,327,EDC238,010100,4,4,0,0,6,3,209,1
92,327,EDC241,010100,2,1,0,0,4,93,93,1
93,327,EDC264,010100,3,2,0,0,2,127,130,1
94,327,EDC267,020200,3,2,0,0,4,162,279,1
95,327,EDC272,010100,2,1,0,0,1,191,191,1
96,327,EDC273,010100,5,2,0,0,3,88,191,1
97,327,EDC284,010100,1,1,0,0,1,67,67,1
98,327,EDC287,010100,2,2,0,0,2,107,144,1
99,327,EDC289,020200,5,1,0,0,2,364,364,1
100,327,EDC290,010100,5,5,0,0,12,58,127,1
101,327,EDC302,010100,4,1,0,0,1,364,364,1
102,327,EDC308,010100,6,1,0,0,3,95,95,1
103,327,EDCA02,040400,5,1,0,0,1,264,264,1
104,327,EDCA03,020200,2,2,0,0,9,67,163,1
105,327,EDCA04,020200,3,2,0,0,5,46,71,1
106,327,EDCA04,050500,6,5,0,0,6,12,203,1
107,327,EDCA11,000500,3,1,0,0,1,67,67,1
108,327,EDCA11,000800,3,1,0,0,1,364,364,1
109,327,EDCA11,000900,4,1,0,0,1,379,379,1
110,327,EDCB81,010100,3,3,0,0,4,67,279,1
111,327,EDCB89,010100,4,2,0,0,2,127,182,1
112,327,EDCB90,020200,3,1,0,0,2,107,107,1
113,327,EDCB98,010100,7,1,0,0,3,199,199,1
114,327,EDCD50,010100,3,2,0,0,2,163,279,1
115,327,EDCD57,010100,3,2,0,0,3,104,252,1
116,327,EDCD70,010000,4,2,0,0,5,44,142,1
117,327,EDCD75,010100,3,1,0,0,2,227,227,1
118,327,EDCJ89,010000,2,2,0,0,8,15,28,1
119,327,EDCK68,010100,3,3,0,0,6,28,108,1
120,327,EDCK71,010100,1,1,0,0,8,74,74,1
121,327,EDCK73,010100,1,1,0,0,5,172,172,1
122,327,EDCK95,010100,5,5,0,0,10,13,184,1
123,327,ENFA79,000100,2,2,0,0,2,65,170,1
124,327,ENFD28,010000,3,3,0,0,8,28,62,1
125,327,ENG420,010000,5,1,0,0,1,204,204,1
126,327,FARA94,000100,2,1,0,0,1,13,13,1
127,327,FCH001,040000,10,10,0,0,41,15,80,1
128,327,FCH004,010100,4,3,0,0,6,15,358,1
129,327,FCH005,010000,5,5,0,0,15,12,184,1
130,327,FCH007,040000,5,2,0,0,6,87,101,1
131,327,FCH007,050000,5,5,0,0,10,65,288,1
132,327,FCH007,090000,5,5,0,0,9,44,337,1
133,327,FCH011,010000,5,5,0,0,14,56,165,1
134,327,FCH011,020000,2,2,0,0,11,24,72,1
135,327,FCH114,020000,4,4,0,0,8,117,181,1
136,327,FCH115,020000,10,3,0,0,5,108,237,1
137,327,FCH124,060000,7,7,0,0,14,55,295,1
138,327,FCH124,090000,10,9,0,0,21,20,278,1
139,327,FCH163,010000,4,4,0,0,8,154,342,1
140,327,FCH164,010000,3,3,0,0,6,82,423,1
141,327,FCH164,020000,4,4,0,0,10,118,239,1
142,327,FCH175,010000,4,1,0,0,1,213,213,1
143,327,FCH177,010000,2,2,0,0,6,28,67,1
144,327,FCH183,010000,10,5,0,0,9,125,352,1
145,327,FCH183,020000,4,4,0,0,9,13,207,1
146,327,FCH183,030000,5,1,0,0,6,270,270,1
147,327,FCH245,020000,5,1,0,0,1,108,108,1
148,327,FCH248,010000,1,1,0,0,11,27,27,1
149,327,FCH274,010000,1,1,0,0,3,264,264,1
150,327,FCH300,010000,4,2,0,0,3,172,239,1
151,327,FCH310,010000,3,3,0,0,12,80,139,1
152,327,FCH318,010000,5,1,0,0,1,235,235,1
153,327,FCH320,010000,3,3,0,0,8,172,239,1
154,327,FCH330,020000,4,1,0,0,6,336,336,1
155,327,FCH331,010000,4,1,0,0,1,358,358,1
156,327,FCH331,020000,4,2,0,0,2,108,203,1
157,327,FCH332,010000,7,2,0,0,6,93,161,1
158,327,FCH431,010000,4,3,0,0,3,94,281,1
159,327,FCH436,010000,5,2,0,0,3,22,342,1
160,327,FCHB50,010000,5,3,0,0,3,94,142,1
161,327,FCHB63,010000,1,1,0,0,1,278,278,1
162,327,FCHB69,010000,5,2,0,0,3,15,160,1
