,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,113,ADM001,070000,20,8,0,0,9,5,447,1
1,113,ADM001,100000,5,2,0,0,3,84,400,1
2,113,ARQ011,020200,5,2,0,0,3,43,300,1
3,113,BIOC88,010100,1,1,0,0,4,269,269,1
4,113,BIOD49,010100,1,1,0,0,3,132,132,1
5,113,DIR034,020000,3,3,0,0,6,60,422,1
6,113,DIR175,030300,7,3,0,0,5,105,562,1
7,113,EDC142,010101,2,2,0,0,4,28,132,1
8,113,EDC267,010100,3,2,0,0,3,304,324,1
9,113,EDC286,010100,5,2,0,0,4,122,304,1
10,113,EDCA01,010100,10,3,0,0,6,177,304,1
11,113,EDCA01,020200,2,2,0,0,3,97,257,1
12,113,EDCA01,040400,3,1,0,0,1,562,562,1
13,113,EDCA01,050500,3,1,0,0,1,400,400,1
14,113,EDCA01,070700,6,1,0,0,1,224,224,1
15,113,EDCA01,080800,10,2,0,0,3,5,461,1
16,113,EDCA01,090900,5,1,0,0,2,58,58,1
17,113,EDCA01,101000,2,1,0,0,1,424,424,1
18,113,EDCA02,010100,5,5,0,0,8,191,314,1
19,113,EDCA02,040400,3,3,0,0,7,177,223,1
20,113,EDCA02,050500,2,2,0,0,4,81,155,1
21,113,EDCA03,010100,5,5,0,0,8,60,461,1
22,113,EDCA04,020200,10,4,0,0,5,132,351,1
23,113,EDCA05,010100,5,3,0,0,4,137,328,1
24,113,EDCA11,000200,6,3,0,0,3,113,210,1
25,113,EDCA11,000600,5,1,0,0,2,123,123,1
26,113,EDCA11,000900,10,3,0,0,3,75,168,1
27,113,EDCA12,000200,6,5,0,0,6,107,165,1
28,113,EDCA12,000400,5,1,0,0,1,125,125,1
29,113,EDCA12,000500,5,3,0,0,4,76,260,1
30,113,EDCA12,001000,5,2,0,0,3,81,82,1
31,113,EDCA52,000001,15,11,0,0,11,5,290,1
32,113,EDCA53,000001,15,6,0,0,6,24,51,1
33,113,EDCB80,010100,5,2,0,0,2,182,447,1
34,113,EDCB90,020200,3,3,0,0,3,132,546,1
35,113,EDCK68,010100,6,1,0,0,3,32,32,1
36,113,ENG269,020200,10,9,0,0,11,15,404,1
37,113,ENG269,040400,10,10,0,0,12,93,413,1
38,113,FISD36,030000,5,5,0,0,18,19,217,1
39,113,FISD36,080000,30,16,0,0,18,13,420,1
40,113,FISD37,050000,10,6,0,0,6,148,198,1
41,113,FISD37,070000,10,6,0,0,6,131,258,1
42,113,FISD37,080000,20,2,0,0,3,171,210,1
43,113,FISD38,010000,8,1,0,0,3,194,194,1
44,113,FISD38,020000,8,4,0,0,6,171,229,1
45,113,FISD38,030000,10,5,0,0,6,47,222,1
46,113,FISD38,040000,10,2,0,0,2,139,140,1
47,113,FISD39,000300,8,3,0,0,4,113,194,1
48,113,FISD39,000600,8,2,0,0,3,108,220,1
49,113,FISD39,000800,7,6,0,0,7,127,318,1
50,113,FISD39,001200,10,2,0,0,4,140,173,1
51,113,FISD39,001400,7,3,0,0,3,118,249,1
52,113,FISD40,000900,10,6,0,0,7,143,240,1
53,113,FISD40,001400,10,7,0,0,8,145,258,1
54,113,FISD40,001600,20,3,0,0,4,131,260,1
55,113,FISD42,070000,5,5,0,0,13,161,306,1
56,113,FISD42,150000,20,15,0,0,24,13,420,1
57,113,LETE46,030300,2,2,0,0,7,114,165,1
58,113,LETE46,040400,5,4,0,0,7,17,294,1
59,113,LETE46,050500,2,2,0,0,5,57,104,1
60,113,LETE46,060600,3,3,0,0,9,58,138,1
61,113,LETE46,070700,3,2,0,0,3,195,409,1
62,113,LETE46,090900,6,1,0,0,3,333,333,1
63,113,LETE46,101000,3,1,0,0,2,108,108,1
64,113,MAT174,050500,5,1,0,0,2,32,32,1
65,113,MAT236,010000,3,3,0,0,5,194,219,1
66,113,MAT236,020000,10,2,0,0,5,191,299,1
67,113,MAT236,030000,8,6,0,0,6,222,289,1
68,113,MAT236,060000,15,13,0,0,18,128,288,1
69,113,MAT236,080000,25,1,0,0,4,236,236,1
70,113,MATA01,030000,7,7,0,0,12,18,403,1
71,113,MATA01,120000,9,9,0,0,17,10,278,1
72,113,MATA01,180000,8,8,0,0,10,13,401,1
73,113,MATA02,040000,10,10,0,0,18,8,421,1
74,113,MATA02,100000,50,17,40,7,20,4,369,1
