,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,505,ARQ003,020200,10,4,0,0,7,40,200,1
1,505,ARQ003,050500,15,15,0,0,25,14,168,1
2,505,ARQ004,010100,11,11,0,0,13,4,192,1
3,505,ARQ005,040400,20,15,17,12,18,29,56,1
4,505,ARQ005,050500,20,10,5,0,12,37,224,1
5,505,ARQ005,070700,5,5,0,0,9,53,114,1
6,505,ARQ006,030300,20,20,0,0,30,1,152,1
7,505,ARQ009,010100,3,3,0,0,9,129,135,1
8,505,ARQ010,020200,11,6,0,0,8,27,224,1
9,505,ARQ010,030300,5,2,0,0,2,144,191,1
10,505,ARQ011,010100,10,5,0,0,9,12,133,1
11,505,ARQ011,080800,15,3,0,0,4,6,25,1
12,505,ARQ135,010100,7,1,0,0,4,134,134,1
13,505,EBA001,020200,14,14,12,12,6,56,114,1
14,505,EBA001,040400,1,1,0,0,6,35,35,1
15,505,EBA001,050500,14,5,0,0,6,41,218,1
16,505,EBA001,060600,20,4,0,0,6,109,187,1
17,505,EBA002,010100,10,4,0,0,7,81,224,1
18,505,EBA002,020200,13,6,0,0,7,42,194,1
19,505,EBA002,030300,13,7,0,0,13,47,216,1
20,505,EBA002,040400,9,9,0,0,22,34,46,1
21,505,EBA003,010100,1,1,0,0,7,113,113,1
22,505,EBA004,010100,20,6,0,0,7,45,187,1
23,505,EBA004,020200,25,20,17,12,8,49,223,1
24,505,EBA008,010100,20,20,0,0,34,34,197,1
25,505,EBA013,010100,11,1,0,0,1,58,58,1
26,505,EBA013,020200,1,1,0,0,3,169,169,1
27,505,EBA014,010100,10,10,0,0,13,35,217,1
28,505,EBA015,010100,10,6,0,0,6,102,224,1
29,505,EBA016,010100,5,1,0,0,2,167,167,1
30,505,EBA017,010100,1,1,0,0,2,175,175,1
31,505,EBA017,020200,1,1,0,0,4,53,53,1
32,505,EBA018,010100,5,5,0,0,7,33,172,1
33,505,EBA105,010100,5,5,0,0,9,48,197,1
34,505,EBA105,020200,5,5,0,0,12,34,192,1
35,505,EBA105,030300,5,4,0,0,6,165,217,1
36,505,EBA105,040400,5,5,0,0,14,35,120,1
37,505,EBA105,050500,5,1,0,0,6,54,54,1
38,505,EBA107,020200,5,5,0,0,10,132,176,1
39,505,EBA107,040400,5,2,0,0,6,105,218,1
40,505,EBA107,050500,5,3,0,0,4,78,203,1
41,505,EBA108,010100,5,1,0,0,3,111,111,1
42,505,EBA111,010100,15,10,0,0,12,41,208,1
43,505,EBA115,010100,5,3,0,0,3,25,220,1
44,505,EBA116,010100,11,2,0,0,2,1,221,1
45,505,EBA122,010100,10,2,0,0,2,4,7,1
46,505,EBA132,010100,4,2,0,0,2,113,200,1
47,505,EBA133,010100,19,9,0,0,11,7,157,1
48,505,EBA134,020200,15,1,0,0,2,157,157,1
49,505,EBA134,030300,15,3,0,0,5,21,177,1
50,505,EBA135,010100,3,3,0,0,6,6,73,1
51,505,EBA135,020200,5,5,0,0,7,102,164,1
52,505,EBA136,010100,2,1,0,0,1,125,125,1
53,505,EBA137,010100,3,3,0,0,5,4,136,1
54,505,EBA138,010100,7,7,0,0,10,50,202,1
55,505,EBA139,010100,3,1,0,0,1,129,129,1
56,505,EBA139,020200,3,1,0,0,2,35,35,1
57,505,EBA145,010100,5,2,0,0,2,26,154,1
58,505,EBA152,010100,2,2,0,0,11,42,96,1
59,505,EBA154,010100,7,5,0,0,7,55,212,1
60,505,EBA155,010100,2,1,0,0,4,4,4,1
