,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,312,ADMJ86,010100,1,1,0,0,9,209,209,1
1,312,ADMK24,010100,1,1,0,0,1,305,305,1
2,312,BIOA82,000100,1,1,0,0,4,64,64,1
3,312,BIOC88,010100,2,2,0,0,8,18,52,1
4,312,BIOD49,010100,1,1,0,0,3,161,161,1
5,312,BIOD72,010100,1,1,0,0,2,346,346,1
6,312,ECOB72,010000,15,5,0,0,9,206,459,1
7,312,EDC209,040400,8,8,0,0,31,50,228,1
8,312,EDC267,020200,10,10,0,0,24,8,191,1
9,312,EDC271,020200,50,12,49,11,14,65,65,1
10,312,EDC283,010100,35,35,0,0,55,49,345,1
11,312,EDC284,010100,15,15,0,0,22,52,458,1
12,312,EDC284,020200,36,36,0,0,47,49,387,1
13,312,EDC286,010100,5,5,0,0,23,52,178,1
14,312,EDC286,020200,2,2,0,0,26,60,95,1
15,312,EDC286,030300,25,23,0,0,36,54,512,1
16,312,EDC287,010100,20,20,0,0,48,49,263,1
17,312,EDC287,020200,10,10,0,0,18,52,327,1
18,312,EDC287,030300,16,8,0,0,11,71,421,1
19,312,EDC287,050500,6,2,0,0,5,329,442,1
20,312,EDC289,010100,10,10,0,0,42,95,138,1
21,312,EDC289,020200,30,20,0,0,31,21,522,1
22,312,EDC290,010100,30,30,0,0,51,61,314,1
23,312,EDC290,020200,8,8,0,0,48,58,131,1
24,312,EDC291,010100,25,15,0,0,27,105,470,1
25,312,EDC291,020200,4,4,0,0,38,125,138,1
26,312,EDC300,010100,15,15,0,0,31,9,257,1
27,312,EDC302,010100,45,26,0,0,31,103,524,1
28,312,EDC302,020200,5,5,0,0,30,122,154,1
29,312,EDC303,010100,15,15,0,0,33,103,205,1
30,312,EDC304,010100,20,20,0,0,47,8,286,1
31,312,EDC304,020200,4,4,0,0,39,38,121,1
32,312,EDC307,010100,15,15,0,0,27,8,256,1
33,312,EDC308,010100,10,10,0,0,31,5,164,1
34,312,EDC314,010100,5,5,0,0,34,44,107,1
35,312,EDC314,020200,25,25,0,0,39,97,299,1
36,312,EDCB57,020000,50,12,49,11,9,38,38,1
37,312,EDCB80,010100,5,5,0,0,21,67,239,1
38,312,EDCB80,030300,30,30,0,0,53,49,341,1
39,312,EDCB85,010100,25,25,0,0,48,36,261,1
40,312,EDCB86,010100,15,15,0,0,22,161,300,1
41,312,EDCB86,020200,15,15,0,0,40,98,232,1
42,312,EDCB89,010100,25,21,0,0,29,109,397,1
43,312,EDCB89,020200,14,10,0,0,12,127,423,1
44,312,EDCB90,020200,25,22,0,0,31,60,521,1
45,312,EDCB91,010100,30,25,0,0,37,112,526,1
46,312,EDCB92,010100,25,7,0,0,10,13,526,1
47,312,EDCB92,020200,5,5,0,0,22,9,93,1
48,312,EDCB93,000001,5,5,0,0,49,31,108,1
49,312,EDCB93,000002,10,10,0,0,79,7,119,1
50,312,EDCB94,000001,15,15,0,0,64,13,124,1
51,312,EDCB95,000001,15,15,0,0,56,10,97,1
52,312,EDCB96,000001,15,15,0,0,58,12,98,1
53,312,EDCB98,010100,25,25,0,0,48,113,293,1
54,312,EDCB98,020200,10,10,0,0,34,41,151,1
55,312,EDCC03,010100,10,10,0,0,24,35,260,1
56,312,EDCD94,000100,8,8,0,0,11,121,522,1
57,312,EDCK68,010100,20,20,0,0,34,9,504,1
58,312,EDCK71,010100,2,2,0,0,9,19,30,1
59,312,EDCK73,010100,10,10,0,0,56,5,52,1
60,312,EDCK75,010000,10,10,0,0,25,133,253,1
61,312,EDCK86,010100,1,1,0,0,8,99,99,1
62,312,EDCK95,010100,15,15,0,0,50,8,130,1
63,312,ENFA79,000100,2,2,0,0,9,10,116,1
64,312,ENFB35,000100,2,2,0,0,6,18,19,1
65,312,ENFD28,010000,3,3,0,0,14,52,145,1
66,312,FCH170,010000,5,4,0,0,7,151,523,1
67,312,FCHE02,010100,3,3,0,0,18,109,175,1
68,312,FCHE02,020200,4,4,0,0,7,117,388,1
69,312,FCHE45,010000,2,2,0,0,11,95,114,1
70,312,GEOB07,020200,30,30,0,0,48,17,308,1
71,312,ICSA82,010100,14,14,0,0,44,93,242,1
72,312,ICSA82,010200,13,7,0,0,8,238,366,1
73,312,LETC30,010000,4,4,0,0,8,207,316,1
74,312,LETC31,010000,4,4,0,0,12,108,261,1
75,312,LETC32,010000,5,5,0,0,11,118,316,1
76,312,LETC37,010000,6,6,0,0,14,8,211,1
77,312,LETC40,010000,2,2,0,0,17,56,153,1
78,312,LETC47,010000,3,3,0,0,5,118,268,1
79,312,LETC55,010000,2,2,0,0,5,20,382,1
80,312,LETE47,010100,45,45,0,0,67,9,327,1
81,312,LETE48,020200,12,12,0,0,34,10,184,1
82,312,LETE48,121200,10,6,0,0,11,113,364,1
83,312,MATC26,010000,14,14,0,0,28,49,279,1
84,312,MATC53,000100,2,2,0,0,10,19,32,1
