,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,381,ENFD27,010000,2,2,0,0,7,10,77,1
1,381,ICI023,010000,45,30,0,0,39,16,276,1
2,381,ICI024,020000,45,17,0,0,24,10,250,1
3,381,ICI218,010000,45,24,14,12,20,11,270,1
4,381,ICIA05,020200,45,35,14,12,27,12,248,1
5,381,ICIA10,020200,45,36,0,0,36,12,178,1
6,381,ICIA12,020200,45,23,0,0,26,26,132,1
7,381,ICIA13,020200,45,38,14,12,30,11,201,1
8,381,ICIA14,020000,45,16,0,0,16,35,131,1
9,381,ICIA15,020200,45,38,0,0,41,5,276,1
10,381,ICIA16,030500,20,9,0,0,10,31,115,1
11,381,ICIA18,010000,5,2,0,0,2,44,93,1
12,381,ICIA18,090000,5,1,0,0,1,106,106,1
13,381,ICIA18,190000,5,1,0,0,1,81,81,1
14,381,ICIA18,310000,5,1,0,0,1,91,91,1
15,381,ICIA21,020000,45,12,0,0,19,33,276,1
16,381,ICIA32,020000,45,6,0,0,8,2,252,1
17,381,ICIA33,020000,45,14,0,0,21,45,276,1
18,381,ICIA33,040000,30,5,0,0,8,2,120,1
19,381,ICIA34,020000,45,6,0,0,9,2,252,1
20,381,ICIA39,010000,45,31,14,12,20,10,180,1
21,381,ICIA41,020000,45,17,0,0,23,5,248,1
22,381,ICIB01,020000,30,3,0,0,4,29,84,1
23,381,ICIB02,010100,5,1,0,0,1,252,252,1
24,381,ICIB02,070700,5,1,0,0,1,95,95,1
25,381,ICIB02,303000,5,1,0,0,1,1,1,1
26,381,LETE46,121200,10,7,0,0,11,40,252,1
27,381,LETF01,000200,15,5,0,0,10,93,252,1
28,381,LETF01,000500,10,9,0,0,14,5,276,1
