,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,209,ARQ020,020000,2,2,0,0,4,22,23,1
1,209,ARQ020,030000,3,3,0,0,4,60,155,1
2,209,BIO111,010100,15,15,0,0,22,3,73,1
3,209,BIO130,010100,15,15,6,6,15,2,34,1
4,209,BIOD49,010100,1,1,0,0,3,28,28,1
5,209,BIOD72,020200,2,2,0,0,8,3,22,1
6,209,EDC142,010101,3,3,0,0,10,50,83,1
7,209,EDC209,010100,4,3,0,0,7,29,107,1
8,209,EDC267,010100,3,3,0,0,5,8,31,1
9,209,EDC267,020200,10,6,0,0,8,2,68,1
10,209,EDC269,000101,10,3,0,0,3,9,75,1
11,209,EDC283,010100,5,5,0,0,9,5,71,1
12,209,EDC287,020200,4,4,0,0,9,5,31,1
13,209,EDC307,010100,2,2,0,0,4,52,61,1
14,209,EDCA01,020200,3,3,0,0,4,8,15,1
15,209,EDCA01,060600,3,3,0,0,11,5,35,1
16,209,EDCA03,010100,2,2,0,0,11,6,9,1
17,209,EDCA11,000300,5,3,0,0,4,37,84,1
18,209,EDCD51,010000,8,6,0,0,9,7,107,1
19,209,EDCD94,000100,5,5,0,0,5,25,83,1
20,209,EDCJ89,010000,1,1,0,0,4,9,9,1
21,209,FIS135,010100,15,9,0,0,10,18,146,1
22,209,FISA01,010000,10,10,0,0,12,8,67,1
23,209,GEO023,010100,35,19,16,16,7,3,17,1
24,209,ICS001,010200,8,3,0,0,7,7,34,1
25,209,ICS046,020700,3,3,0,0,6,11,16,1
26,209,ICS046,020800,3,3,0,0,8,13,34,1
27,209,ICS046,020900,4,4,3,3,6,7,7,1
28,209,ICS046,021000,4,4,3,3,4,18,18,1
29,209,LETE46,050500,3,3,0,0,12,7,10,1
30,209,LETE46,070700,5,2,0,0,4,17,99,1
31,209,MAT115,010100,5,5,0,0,9,15,52,1
32,209,MAT218,010100,15,8,0,0,8,3,73,1
33,209,NUT170,010100,10,10,0,0,18,4,56,1
34,209,QUI148,010100,30,9,0,0,10,3,84,1
