,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,182,BIOD49,010100,1,1,0,0,3,11,11,1
1,182,BIOD72,020200,1,1,0,0,5,33,33,1
2,182,ECOB40,100000,5,3,0,0,7,61,219,1
3,182,EDC209,020200,10,6,0,0,10,58,160,1
4,182,EDC286,020200,3,3,0,0,7,1,11,1
5,182,EDC300,010100,4,4,0,0,5,15,174,1
6,182,EDCA01,050500,25,14,0,0,17,19,174,1
7,182,EDCA03,020200,12,3,0,0,11,62,174,1
8,182,EDCA04,010100,15,10,0,0,11,33,220,1
9,182,EDCA05,010100,3,3,0,0,10,15,34,1
10,182,EDCA05,040400,5,2,0,0,2,160,165,1
11,182,EDCA12,000300,6,6,0,0,10,38,112,1
12,182,EDCA12,000700,6,1,0,0,4,121,121,1
13,182,ENG269,020200,2,2,0,0,2,116,179,1
14,182,ENG269,060600,2,2,0,0,4,6,113,1
15,182,ENGN94,010100,1,1,0,0,6,3,3,1
16,182,FCH001,170000,25,14,13,11,3,26,219,1
17,182,FCH011,020000,4,4,0,0,8,13,75,1
18,182,FCH124,060000,7,4,0,0,8,28,116,1
19,182,GEO035,020000,30,7,0,0,10,19,141,1
20,182,GEO084,020200,30,30,0,0,49,4,113,1
21,182,GEO134,020000,22,14,0,0,16,27,167,1
22,182,GEO320,010000,5,3,0,0,4,102,179,1
23,182,GEOA13,020000,25,19,13,11,9,18,220,1
24,182,GEOA14,020200,25,16,13,11,7,161,220,1
25,182,GEOA15,020300,25,23,13,11,14,18,220,1
26,182,GEOA16,020200,25,21,0,0,29,17,189,1
27,182,GEOA17,020200,30,12,0,0,16,17,189,1
28,182,GEOA18,020200,20,20,0,0,25,34,86,1
29,182,GEOA19,020300,15,15,0,0,23,27,148,1
30,182,GEOA19,020400,15,7,0,0,10,37,206,1
31,182,GEOA21,020200,30,23,0,0,26,5,142,1
32,182,GEOA23,010100,25,19,0,0,20,17,219,1
33,182,GEOA25,020200,30,19,0,0,21,2,144,1
34,182,GEOA28,020200,20,14,0,0,15,4,142,1
35,182,GEOA42,020000,10,6,0,0,8,25,150,1
36,182,GEOA43,040400,15,12,0,0,15,20,174,1
37,182,GEOA43,040600,15,8,0,0,10,19,150,1
38,182,GEOA82,020000,10,10,0,0,29,4,82,1
39,182,GEOB07,020200,5,5,0,0,13,1,90,1
40,182,GEOB36,020200,20,20,0,0,28,10,134,1
41,182,GEOC12,010100,15,7,0,0,8,3,144,1
42,182,LETE46,020200,35,25,0,0,33,15,173,1
43,182,MAT021,030300,25,19,13,11,9,15,219,1
44,182,MAT115,010100,5,1,0,0,4,149,149,1
45,182,MATF55,000100,3,3,0,0,9,15,79,1
