,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,847,IMS026,010000,5,5,0,0,6,153,191,1
1,847,IMS040,010100,5,1,0,0,1,268,268,1
2,847,IMS053,010000,10,5,0,0,5,125,265,1
3,847,IMS179,020000,45,1,0,0,1,212,212,1
4,847,IMS234,010000,5,2,0,0,2,212,268,1
5,847,IMS244,010100,5,1,0,0,1,268,268,1
6,847,IMSB71,010000,10,10,0,0,19,212,246,1
7,847,IMSC40,010000,7,1,0,0,2,265,265,1
8,847,IMSC50,010000,12,9,0,0,12,120,254,1
9,847,IMSC50,020000,12,12,0,0,16,140,250,1
10,847,IMSD55,010100,57,3,41,0,4,259,268,1
11,847,IMSD57,001000,57,2,45,0,2,259,262,1
12,847,IMSD64,010100,24,19,0,0,19,224,262,1
13,847,IMSD64,010200,24,22,0,0,22,220,261,1
14,847,IMSD65,010100,24,23,0,0,23,79,262,1
15,847,IMSD65,010200,24,20,0,0,20,221,261,1
16,847,IMSD66,010100,10,10,0,0,10,224,245,1
17,847,IMSD66,010200,10,8,0,0,8,222,262,1
18,847,IMSD66,010300,10,6,0,0,7,223,251,1
19,847,IMSD66,010400,9,9,0,0,10,221,260,1
20,847,IMSD66,010500,9,9,0,0,9,220,263,1
21,847,IMSD67,010100,16,15,0,0,17,224,262,1
22,847,IMSD67,010200,16,16,0,0,16,221,261,1
23,847,IMSD67,010300,16,11,0,0,11,220,263,1
24,847,IMSD69,001000,16,9,0,0,6,224,261,1
25,847,IMSD69,002000,16,15,0,0,17,222,262,1
26,847,IMSD69,003000,16,16,0,0,19,220,244,1
27,847,IMSD70,001000,24,21,0,0,21,220,262,1
28,847,IMSD70,002000,24,20,0,0,20,221,261,1
29,847,IMSD71,010100,25,23,0,0,24,166,215,1
30,847,IMSD71,010200,25,21,0,0,21,173,218,1
31,847,IMSD72,010100,10,9,0,0,9,172,265,1
32,847,IMSD72,010200,10,10,0,0,10,166,215,1
33,847,IMSD72,010300,10,10,0,0,9,156,218,1
34,847,IMSD72,010400,10,7,0,0,7,178,217,1
35,847,IMSD72,010500,10,10,0,0,12,175,206,1
36,847,IMSD73,010100,25,22,0,0,22,166,215,1
37,847,IMSD73,010200,25,22,0,0,22,156,218,1
38,847,IMSD74,010000,50,44,0,0,44,156,218,1
39,847,IMSD75,001000,25,22,0,0,22,166,215,1
40,847,IMSD75,002000,25,22,0,0,22,156,218,1
41,847,IMSD76,001000,50,44,0,0,44,156,218,1
42,847,IMSD77,010100,55,50,0,0,51,121,209,1
43,847,IMSD78,010100,55,51,0,0,51,121,214,1
44,847,IMSD79,010100,11,10,0,0,10,121,167,1
45,847,IMSD79,010200,11,11,0,0,11,132,214,1
46,847,IMSD79,010300,11,11,0,0,11,122,155,1
47,847,IMSD79,010400,11,11,0,0,11,126,161,1
48,847,IMSD79,010500,11,8,0,0,8,145,209,1
49,847,IMSD80,001000,55,51,0,0,52,121,214,1
50,847,IMSD81,001000,13,13,0,0,13,121,196,1
51,847,IMSD81,002000,14,12,0,0,12,132,214,1
52,847,IMSD81,003000,14,14,0,0,14,122,205,1
53,847,IMSD81,004000,14,13,0,0,13,126,164,1
54,847,IMSD83,010100,44,38,0,0,38,80,153,1
55,847,IMSD84,010100,14,12,0,0,13,87,153,1
56,847,IMSD84,010200,15,11,0,0,12,80,112,1
57,847,IMSD84,010300,15,15,0,0,16,84,118,1
58,847,IMSD85,010100,44,38,0,0,38,80,153,1
59,847,IMSD86,001000,11,11,0,0,18,87,114,1
60,847,IMSD86,002000,11,11,0,0,11,80,112,1
61,847,IMSD86,003000,11,11,0,0,12,84,118,1
62,847,IMSD87,001000,44,40,0,0,42,80,180,1
63,847,IMSD90,010100,11,9,0,0,9,97,119,1
64,847,IMSD90,010200,11,11,0,0,11,80,112,1
65,847,IMSD90,010300,11,11,0,0,12,84,118,1
66,847,IMSD90,010400,11,7,0,0,7,87,153,1
67,847,IMSD94,010100,25,18,0,0,18,156,217,1
68,847,IMSD94,010200,25,18,0,0,18,166,208,1
69,847,IMSD94,020300,55,50,0,0,50,121,209,1
70,847,IMSE08,001000,57,4,38,0,5,259,262,1
71,847,IMSE10,001000,50,42,0,0,42,156,218,1
72,847,IMSE16,001000,55,49,0,0,49,121,268,1
73,847,IMSE23,001000,55,51,0,0,52,121,214,1
74,847,IMSE26,001000,44,36,0,0,38,80,153,1
75,847,IMSE36,001000,24,19,0,0,19,220,254,1
76,847,IMSE36,002000,24,20,0,0,20,221,261,1
77,847,IMSE71,010100,3,1,0,0,1,268,268,1
78,847,IMSE77,010000,48,37,0,0,37,220,261,1
79,847,IMSF10,010000,10,10,0,0,73,81,139,1
