,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,305,ADM001,010000,2,2,0,0,7,392,524,1
1,305,ADM001,020000,15,15,0,0,22,12,448,1
2,305,ADM001,040000,15,15,0,0,46,7,105,1
3,305,ADM171,010000,5,5,0,0,35,22,151,1
4,305,ADMK27,010100,2,2,0,0,23,8,37,1
5,305,DIR159,030000,15,15,0,0,39,15,144,1
6,305,DIR159,050000,15,15,0,0,40,5,149,1
7,305,ECO170,010000,45,14,0,0,19,23,362,1
8,305,ECO173,010000,45,10,0,0,10,13,408,1
9,305,ECO175,010000,45,11,0,0,11,23,315,1
10,305,ECO176,000100,30,13,0,0,16,118,568,1
11,305,ECO177,000100,30,23,0,0,24,66,568,1
12,305,ECO178,010000,30,26,0,0,30,16,397,1
13,305,ECO193,010000,45,10,0,0,11,16,409,1
14,305,ECO195,010000,45,36,0,0,45,3,583,1
15,305,ECO195,020000,45,14,0,0,27,107,562,1
16,305,ECO196,010000,45,13,0,0,13,60,420,1
17,305,ECO201,010000,40,19,0,0,23,122,577,1
18,305,ECOB41,010000,45,44,0,0,47,3,583,1
19,305,ECOB42,010000,45,45,0,0,61,14,324,1
20,305,ECOB43,010000,45,23,0,0,24,5,291,1
21,305,ECOB44,010000,45,13,0,0,18,26,398,1
22,305,ECOB44,020000,45,23,0,0,27,32,272,1
23,305,ECOB45,010000,45,29,0,0,31,5,424,1
24,305,ECOB46,010000,45,24,0,0,31,10,379,1
25,305,ECOB47,010100,45,36,0,0,40,5,510,1
26,305,ECOB48,010000,45,30,0,0,33,24,379,1
27,305,ECOB49,010000,45,8,0,0,8,51,526,1
28,305,ECOB50,010000,45,10,0,0,10,51,315,1
29,305,ECOB51,010000,45,23,0,0,24,13,420,1
30,305,ECOB52,010100,45,19,0,0,22,40,395,1
31,305,ECOB53,010000,45,45,0,0,63,1,416,1
32,305,ECOB54,010100,45,11,0,0,13,25,276,1
33,305,ECOB55,010100,45,23,0,0,27,13,510,1
34,305,ECOB56,010000,45,12,0,0,12,40,420,1
35,305,ECOB57,010000,45,45,0,0,63,14,558,1
36,305,ECOB59,010000,30,13,0,0,20,41,446,1
37,305,ECOB69,010000,30,12,0,0,13,97,414,1
38,305,ECOB71,010100,30,5,0,0,6,16,204,1
39,305,ECOB72,010000,30,1,0,0,2,192,192,1
40,305,ECOB81,010000,30,12,0,0,12,73,447,1
41,305,ECOB82,010000,30,10,0,0,13,20,379,1
42,305,ECOB83,010100,30,6,0,0,9,35,172,1
43,305,ECOB84,010000,30,17,0,0,23,24,510,1
44,305,ECOB87,010000,30,6,0,0,8,69,297,1
45,305,ECOB91,000100,45,14,0,0,14,16,447,1
46,305,ECOB94,000100,45,28,0,0,28,61,316,1
47,305,FCC019,010000,45,45,0,0,69,2,363,1
48,305,FCC034,010000,15,15,0,0,41,13,153,1
49,305,FCH175,010000,15,15,0,0,23,14,478,1
50,305,MAT047,030300,55,5,50,0,40,2,47,1
51,305,MAT191,010100,11,11,0,0,57,24,81,1
52,305,MATA07,010000,25,15,0,0,16,21,580,1
53,305,MATA07,030000,10,10,0,0,17,1,272,1
54,305,MATF14,010100,45,45,0,0,52,1,458,1
