,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,105,ADM012,010100,25,22,0,0,22,211,547,1
1,105,ARQ011,070700,20,17,0,0,24,249,555,1
2,105,ARQ011,090900,20,20,0,0,37,230,407,1
3,105,DIR175,020200,5,5,0,0,25,137,211,1
4,105,DIR175,030300,12,12,0,0,35,18,127,1
5,105,ECOB40,070000,20,6,0,0,11,165,547,1
6,105,ECOB40,080000,20,14,0,0,18,14,264,1
7,105,ECOB40,090000,8,8,0,0,10,104,330,1
8,105,ENG001,010100,30,17,0,0,21,203,547,1
9,105,ENG001,020200,20,7,0,0,9,255,358,1
10,105,ENG002,010100,30,24,0,0,31,102,563,1
11,105,ENG002,020200,20,11,0,0,16,139,553,1
12,105,ENG003,040400,25,5,0,0,8,24,226,1
13,105,ENG033,010100,29,4,25,0,8,135,476,1
14,105,ENG033,020200,30,5,25,0,20,54,271,1
15,105,ENG034,010100,1,1,0,0,8,16,16,1
16,105,ENG034,020200,1,1,0,0,5,37,37,1
17,105,ENG034,030300,1,1,0,0,4,46,46,1
18,105,ENG034,040400,1,1,0,0,3,63,63,1
19,105,ENG034,050500,1,1,0,0,2,70,70,1
20,105,ENG034,060600,1,1,0,0,2,85,85,1
21,105,ENG034,070700,1,1,0,0,2,107,107,1
22,105,ENG034,080800,1,1,0,0,4,2,2,1
23,105,ENG034,090900,1,1,0,0,2,115,115,1
24,105,ENG034,101000,1,1,0,0,3,123,123,1
25,105,ENG034,111100,1,1,0,0,1,124,124,1
26,105,ENG034,121200,1,1,0,0,1,174,174,1
27,105,ENG034,131300,1,1,0,0,4,12,12,1
28,105,ENG034,141400,1,1,0,0,2,545,545,1
29,105,ENG036,010100,30,16,0,0,19,10,565,1
30,105,ENG037,010100,35,8,0,0,11,16,264,1
31,105,ENG041,020200,30,10,0,0,11,219,547,1
32,105,ENG042,010100,30,20,0,0,23,142,557,1
33,105,ENG110,010100,45,27,0,0,27,54,566,1
34,105,ENG207,010100,42,15,0,0,17,105,402,1
35,105,ENG220,010100,45,28,0,0,29,3,414,1
36,105,ENG228,010100,30,30,0,0,46,1,208,1
37,105,ENG231,010100,30,11,0,0,13,4,207,1
38,105,ENG232,010100,30,10,0,0,13,4,545,1
39,105,ENG237,010100,30,10,0,0,12,10,545,1
40,105,ENG269,010100,10,10,0,0,11,210,555,1
41,105,ENG269,040400,5,5,0,0,22,224,322,1
42,105,ENG269,060600,5,5,0,0,9,153,368,1
43,105,ENG285,010100,45,29,0,0,32,142,565,1
44,105,ENG285,020200,15,15,0,0,52,129,172,1
45,105,ENG295,020200,10,10,0,0,44,25,198,1
46,105,ENG295,030300,10,10,0,0,54,6,53,1
47,105,ENG309,010100,35,35,0,0,50,75,220,1
48,105,ENG312,010100,20,10,0,0,13,78,414,1
49,105,ENG312,020200,20,20,0,0,32,5,171,1
50,105,ENG313,010100,30,13,0,0,14,15,545,1
51,105,ENG314,010100,45,15,0,0,15,142,557,1
52,105,ENG315,010100,45,34,0,0,34,139,563,1
53,105,ENG318,010100,45,21,0,0,23,30,566,1
54,105,ENG319,010100,45,16,0,0,18,27,554,1
55,105,ENG320,010100,45,16,0,0,16,3,414,1
56,105,ENG321,010100,30,17,0,0,19,10,258,1
57,105,ENG323,010100,30,30,0,0,49,45,173,1
58,105,ENG324,010100,45,23,0,0,23,30,566,1
59,105,ENG325,010100,30,10,0,0,12,1,545,1
60,105,ENG370,010100,25,13,0,0,13,153,565,1
61,105,ENG374,000001,45,13,0,0,13,18,545,1
62,105,ENG431,010100,20,18,0,0,21,4,564,1
63,105,ENG433,010100,30,10,0,0,11,1,291,1
64,105,ENG441,010000,45,16,0,0,16,102,566,1
65,105,ENG442,010000,45,36,0,0,38,3,560,1
66,105,ENG443,010100,45,30,0,0,31,44,554,1
67,105,ENG444,010100,45,23,0,0,23,84,271,1
68,105,ENG445,010100,45,20,0,0,20,78,271,1
69,105,FISD34,060000,15,15,0,0,27,248,328,1
70,105,FISD34,080000,13,12,0,0,14,302,556,1
71,105,FISD36,120000,21,21,0,0,66,307,366,1
72,105,FISD37,060000,20,20,0,0,32,170,265,1
73,105,FISD37,100000,15,15,0,0,22,57,305,1
74,105,FISD38,020000,14,4,0,0,6,262,482,1
75,105,FISD38,050000,14,14,0,0,19,42,358,1
76,105,FISD39,000300,14,8,0,0,9,143,565,1
77,105,FISD39,001100,14,14,0,0,23,42,297,1
78,105,FISD40,001100,20,20,0,0,28,184,321,1
79,105,FISD40,002000,12,9,0,0,11,182,549,1
80,105,FISD41,000900,14,14,0,0,26,248,337,1
81,105,FISD41,001000,4,4,0,0,10,283,355,1
82,105,FISD41,001300,11,9,0,0,12,273,507,1
83,105,FISD42,030000,10,10,0,0,21,338,438,1
84,105,FISD42,040000,10,10,0,0,13,344,494,1
85,105,FISD42,220000,8,8,0,0,27,317,386,1
86,105,FISD42,230000,7,7,0,0,21,388,426,1
87,105,ICS459,000100,3,3,0,0,26,177,227,1
88,105,MAT045,030300,20,9,0,0,10,267,547,1
89,105,MAT045,040400,15,13,0,0,18,184,563,1
90,105,MAT174,040400,30,18,0,0,19,175,565,1
91,105,MAT236,050000,20,14,0,0,15,158,551,1
92,105,MAT236,060000,10,8,0,0,9,102,384,1
93,105,MATA03,050000,30,30,0,0,36,297,406,1
94,105,MATA04,020000,8,8,0,0,18,162,324,1
95,105,MATA04,060000,20,20,0,0,31,236,337,1
96,105,MATA07,100000,35,35,0,0,65,162,359,1
