,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,580,ADMJ86,010100,1,1,0,0,41,60,60,1
1,580,BIOD72,010100,1,1,0,0,58,5,5,1
2,580,COM300,010000,2,2,0,0,77,22,35,1
3,580,COM326,010000,4,4,0,0,80,22,48,1
4,580,COM326,020000,20,20,0,0,94,32,295,1
5,580,COM327,010000,4,4,0,0,73,10,51,1
6,580,COM327,020000,20,20,0,0,113,8,208,1
7,580,COM328,010000,4,4,0,0,76,8,49,1
8,580,COM328,020000,20,20,0,0,96,80,261,1
9,580,COMA87,010000,3,3,0,0,109,8,46,1
10,580,COMB01,010000,1,1,0,0,35,39,39,1
11,580,COMB01,020000,20,20,0,0,52,51,530,1
12,580,COMB49,010100,4,4,0,0,54,62,123,1
13,580,DANA23,020200,2,2,0,0,34,48,134,1
14,580,DANA63,010100,3,3,0,0,36,32,49,1
15,580,DANA67,010100,1,1,0,0,15,203,203,1
16,580,DANA67,020200,1,1,0,0,11,166,166,1
17,580,DANA71,010100,3,3,0,0,25,192,208,1
18,580,DANA73,010100,2,2,0,0,21,52,277,1
19,580,EBA123,010100,1,1,0,0,108,1,1,1
20,580,EDC221,010100,2,2,0,0,29,31,49,1
21,580,EDC267,010100,1,1,0,0,31,22,22,1
22,580,EDCA12,000200,2,2,0,0,14,62,80,1
23,580,EDCJ89,010000,1,1,0,0,36,33,33,1
24,580,EDCK73,010100,1,1,0,0,44,99,99,1
25,580,EDCK75,010000,1,1,0,0,24,63,63,1
26,580,ENFD27,010000,1,1,0,0,12,80,80,1
27,580,FCH283,010000,10,10,0,0,61,18,222,1
28,580,FCHE34,010000,5,5,0,0,87,88,152,1
29,580,FIS120,010100,5,5,0,0,18,258,438,1
30,580,HACA01,090000,10,10,0,0,37,40,461,1
31,580,HACA01,100000,10,10,0,0,26,96,724,1
32,580,HACA01,110000,10,10,0,0,15,267,859,1
33,580,HACA01,120000,10,10,0,0,19,12,875,1
34,580,HACA01,130000,10,10,5,5,9,464,937,1
35,580,HACA03,040000,2,2,0,0,80,4,6,1
36,580,HACA07,010000,25,25,0,0,184,6,186,1
