,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,328,IMS006,030000,40,27,0,0,28,56,201,1
1,328,IMS007,010000,45,33,0,0,36,8,205,1
2,328,IMS035,010000,38,32,0,0,33,23,205,1
3,328,IMS040,020300,45,19,0,0,30,13,205,1
4,328,IMS070,020000,45,33,0,0,39,1,205,1
5,328,IMS232,000102,11,4,0,0,5,111,148,1
6,328,IMS232,000103,11,11,0,0,11,99,154,1
7,328,IMS234,010000,40,24,0,0,24,95,198,1
8,328,IMS235,010000,35,35,0,0,40,102,186,1
9,328,IMS235,020000,40,18,0,0,22,101,205,1
10,328,IMS236,000101,10,2,0,0,2,139,143,1
11,328,IMS236,000103,10,1,0,0,2,170,170,1
12,328,IMS236,000104,10,3,0,0,4,110,149,1
13,328,IMS236,000205,10,10,0,0,21,100,119,1
14,328,IMS236,000206,10,6,0,0,10,112,134,1
15,328,IMS236,000207,10,1,0,0,1,130,130,1
16,328,IMS236,000208,10,7,0,0,9,65,129,1
17,328,IMS237,010100,45,31,0,0,32,133,198,1
18,328,IMS238,010100,45,28,0,0,29,133,205,1
19,328,IMS239,010100,60,60,0,0,61,19,183,1
20,328,IMS242,010100,40,34,0,0,34,53,205,1
21,328,IMS243,010100,40,31,0,0,31,93,201,1
22,328,IMS244,010100,40,26,0,0,28,66,156,1
23,328,IMS245,000101,9,8,0,0,9,65,140,1
24,328,IMS245,000102,9,9,0,0,11,74,97,1
25,328,IMS245,000103,9,5,0,0,8,70,96,1
26,328,IMS245,000104,9,9,0,0,11,67,82,1
27,328,IMS246,010000,38,32,0,0,33,44,205,1
28,328,IMS247,010100,19,16,0,0,19,30,106,1
29,328,IMS247,010200,19,14,0,0,18,66,157,1
30,328,IMS248,010100,38,27,0,0,28,70,157,1
31,328,IMS249,010100,45,45,0,0,57,32,91,1
32,328,IMS255,010100,40,33,0,0,35,23,198,1
33,328,IMS256,000101,10,10,0,0,15,15,60,1
34,328,IMS256,000102,10,8,0,0,16,37,64,1
35,328,IMS256,000103,10,10,0,0,20,25,59,1
36,328,IMS257,010100,38,33,0,0,34,20,106,1
37,328,IMS258,010100,38,36,0,0,37,23,197,1
38,328,IMS259,010100,40,25,0,0,25,33,140,1
39,328,IMS260,010100,38,34,0,0,35,24,85,1
40,328,IMS261,010100,60,60,0,0,64,1,95,1
41,328,IMS264,000001,6,5,0,0,5,20,85,1
42,328,IMS264,000002,6,6,0,0,6,2,31,1
43,328,IMS264,000003,6,5,0,0,5,1,29,1
44,328,IMS264,000004,6,6,0,0,8,7,25,1
45,328,IMS264,000005,6,6,0,0,6,10,34,1
46,328,IMS264,000006,6,5,0,0,5,6,66,1
47,328,IMS268,010100,5,5,0,0,17,70,111,1
48,328,IMS268,030300,15,12,0,0,19,2,154,1
49,328,IMSB26,010100,45,35,0,0,41,5,202,1
50,328,IMSD16,010100,45,39,0,0,45,71,205,1
