,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,283,ADMJ86,010100,2,2,0,0,14,48,58,1
1,283,ENFC52,010100,2,2,0,0,20,21,26,1
2,283,ENGP31,000100,2,2,0,0,6,35,141,1
3,283,ISC001,020200,26,1,25,0,32,39,39,1
4,283,ISCA45,010000,51,2,49,0,27,9,45,1
5,283,ISCA46,010000,51,2,49,0,29,9,13,1
6,283,ISCA48,010000,51,2,49,0,27,9,12,1
7,283,ISCB04,010000,45,44,0,0,49,6,219,1
8,283,ISCB06,010000,25,17,0,0,19,14,149,1
9,283,ISCB08,010000,45,39,0,0,41,6,219,1
10,283,ISCB10,010000,30,21,0,0,22,7,163,1
11,283,ISCB12,010000,25,25,0,0,52,6,103,1
12,283,ISCB12,020000,20,20,0,0,18,22,173,1
13,283,ISCB14,010000,25,24,0,0,25,7,149,1
14,283,ISCB16,010000,45,44,0,0,48,10,219,1
15,283,ISCB18,010000,26,23,0,0,24,7,149,1
16,283,ISCB20,010000,45,41,0,0,43,10,219,1
17,283,ISCB31,010000,27,26,0,0,28,7,149,1
18,283,ISCB34,000001,5,5,0,0,25,25,57,1
19,283,ISCB36,000001,3,3,0,0,5,1,45,1
20,283,ISCB48,010000,20,20,0,0,35,4,156,1
21,283,ISCB63,010000,10,10,0,0,15,10,159,1
22,283,ISCB69,010000,20,20,0,0,27,4,216,1
23,283,ISCB69,020000,20,4,0,0,6,12,206,1
24,283,ISCE89,000100,23,23,0,0,37,11,143,1
25,283,ISCE89,000200,22,15,0,0,14,10,189,1
26,283,ISCE91,000100,17,17,0,0,25,7,105,1
27,283,ISCE91,000200,16,7,0,0,6,20,149,1
28,283,ISCE93,000100,5,5,0,0,16,23,55,1
29,283,ISCE95,000100,4,4,0,0,8,1,57,1
