,Colegiado,Disciplina,Turma,Vagas Ofe,Vagas Pre,Vagas Ofe Cal,Vagas Pre Cal,Pedidos,Primeiro Alocado,Último Alocado,Etapa
0,380,ADM001,050000,35,7,0,0,8,195,326,1
1,380,ADM001,070000,5,1,4,0,6,241,241,1
2,380,DIR159,010000,5,2,0,0,2,191,192,1
3,380,DIR159,020000,5,1,0,0,1,167,167,1
4,380,DIR159,050000,35,11,0,0,14,163,326,1
5,380,DIR159,060000,55,1,54,0,5,212,212,1
6,380,DIR161,010000,5,5,0,0,8,78,124,1
7,380,DIR161,020000,5,3,0,0,4,86,207,1
8,380,DIR161,030000,40,15,0,0,16,65,344,1
9,380,DIR164,010000,2,2,0,0,3,85,156,1
10,380,DIR164,020000,2,1,0,0,4,86,86,1
11,380,DIR164,030000,5,2,0,0,5,90,140,1
12,380,DIR167,010000,5,2,0,0,2,101,152,1
13,380,DIR167,020000,40,12,0,0,15,116,355,1
14,380,ECO173,050000,5,4,0,0,7,114,218,1
15,380,ECO173,060000,35,21,0,0,30,18,351,1
16,380,ECOB40,150000,5,3,0,0,5,100,262,1
17,380,ECOB40,160000,5,4,0,0,5,140,218,1
18,380,ECOB40,170000,45,28,0,0,32,158,353,1
19,380,FCC009,010000,5,3,0,0,4,28,100,1
20,380,FCC009,020000,30,13,0,0,15,45,155,1
21,380,FCC010,020000,30,13,0,0,14,1,218,1
22,380,FCC017,000005,10,8,0,0,9,37,144,1
23,380,FCC017,000006,10,7,0,0,9,11,218,1
24,380,FCC017,000007,10,6,0,0,12,12,344,1
25,380,FCC023,010000,5,2,0,0,3,27,155,1
26,380,FCC023,020000,30,6,0,0,9,33,348,1
27,380,FCC023,030000,5,5,0,0,7,54,111,1
28,380,FCC024,010000,5,4,0,0,4,53,356,1
29,380,FCC024,020000,30,10,0,0,13,66,353,1
30,380,FCC033,010000,5,5,0,0,6,122,270,1
31,380,FCC033,030000,55,1,54,0,8,158,158,1
32,380,FCC033,040000,35,19,0,0,19,150,326,1
33,380,FCC034,010000,5,1,0,0,1,167,167,1
34,380,FCC034,020000,45,14,0,0,17,151,318,1
35,380,FCC034,030000,15,6,0,0,8,114,345,1
36,380,FCC035,010000,5,4,0,0,4,53,159,1
37,380,FCC035,020000,35,20,0,0,22,62,355,1
38,380,FCC036,030000,30,14,0,0,14,51,356,1
39,380,FCC037,020000,5,2,0,0,2,77,86,1
40,380,FCC037,030000,30,12,0,0,14,36,224,1
41,380,FCC038,010000,5,1,0,0,2,345,345,1
42,380,FCC038,020000,30,11,0,0,16,70,355,1
43,380,FCC039,010000,5,3,0,0,3,68,340,1
44,380,FCC039,020000,30,14,0,0,17,44,344,1
45,380,FCC040,010000,5,2,0,0,2,100,155,1
46,380,FCC040,020000,30,16,0,0,18,37,348,1
47,380,FCC041,010000,5,4,0,0,4,100,349,1
48,380,FCC041,020000,5,5,0,0,6,152,262,1
49,380,FCC044,010000,5,2,0,0,2,44,54,1
50,380,FCC044,020000,30,6,0,0,11,46,266,1
51,380,FCC045,010000,5,1,0,0,1,80,80,1
52,380,FCC045,020000,30,9,0,0,11,23,72,1
53,380,FCC046,010000,5,2,0,0,2,2,111,1
54,380,FCC046,020000,30,6,0,0,6,4,144,1
55,380,FCC047,010000,5,1,0,0,3,1,1,1
56,380,FCC047,020000,30,7,0,0,7,6,52,1
57,380,FCC049,010000,5,1,0,0,3,155,155,1
58,380,FCC049,020000,30,12,0,0,17,1,97,1
59,380,FCC050,010000,15,4,0,0,4,10,356,1
60,380,FCC051,010000,5,5,0,0,6,26,111,1
61,380,FCC051,020000,30,5,0,0,10,23,348,1
62,380,FCC052,010000,5,2,0,0,4,54,143,1
63,380,FCC052,020000,30,14,0,0,19,10,348,1
64,380,FCC053,010000,5,1,0,0,2,1,1,1
65,380,FCC053,020000,30,8,0,0,9,2,144,1
66,380,FCC055,010000,5,2,0,0,3,44,68,1
67,380,FCC055,020000,30,1,0,0,3,142,142,1
68,380,FCC056,020000,30,3,0,0,3,13,340,1
69,380,FCC057,010000,5,1,0,0,1,36,36,1
70,380,FCC057,020000,30,6,0,0,6,6,34,1
71,380,FCC060,010000,5,2,0,0,3,114,122,1
72,380,FCC060,020000,30,8,0,0,11,58,355,1
73,380,FCC061,020000,30,14,0,0,21,4,335,1
74,380,FCC064,010000,5,1,0,0,1,26,26,1
75,380,FCC064,030000,30,2,0,0,3,14,91,1
76,380,FCC065,010000,5,5,0,0,14,9,81,1
77,380,FCC066,010000,5,1,0,0,3,349,349,1
78,380,FCC066,020000,35,5,0,0,8,89,344,1
79,380,FCCB70,000100,5,2,0,0,3,6,296,1
80,380,FCCB91,010100,10,9,0,0,10,6,218,1
81,380,FCH001,150000,20,9,0,0,15,34,344,1
82,380,IPSA01,040000,10,10,0,0,11,9,355,1
83,380,LETE46,101000,10,1,0,0,2,228,228,1
84,380,LETE46,171700,1,1,0,0,2,218,218,1
85,380,LETF01,000100,10,8,0,0,10,2,228,1
86,380,LETF01,001000,20,20,0,0,30,7,225,1
87,380,MAT013,020200,5,5,0,0,6,151,349,1
88,380,MAT013,040400,5,2,0,0,2,207,259,1
89,380,MAT020,040400,40,22,0,0,22,114,355,1
90,380,MAT023,030300,40,22,0,0,24,54,349,1
91,380,MAT115,010100,20,4,0,0,9,209,310,1
92,380,MAT191,010100,8,7,0,0,8,86,228,1
93,380,MAT191,040400,5,2,0,0,5,140,224,1
94,380,MAT191,050500,30,14,0,0,20,44,352,1
